MSSubClass,MSZoning,LotArea,LandContour,LotConfig,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolQC,MiscFeature,YrSold,SaleType,SaleCondition,GarageYrBltnan,SalePrice
0.0,0.75,0.7667432313352214,0.6666666666666666,1.0,0.7727272727272727,0.4,1.0,0.6000000000000001,0.3333333333333333,0.625,0.39705882352941174,0.23333333333333334,0.5,1.0,0.7000000000000001,0.7000000000000001,0.25,0.3333333333333333,1.0,0.5,0.75,0.75,1.0,0.3333333333333333,0.19773210489014884,0.8333333333333333,0.10616438356164383,1.0,1.0,1.0,0.5907888898553688,0.0,0.0,0.5220176183889365,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.75,0.6666666666666666,0.8,0.5046728971962616,1.0,0.5,0.6666666666666666,0.2613768961493582,0.25045703839122485,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,0.75,0.0,0.6468466596377356
0.2352941176470588,0.75,0.46060226983900576,0.3333333333333333,0.25,1.0,0.4,1.0,1.0,0.7777777777777777,0.5,0.058823529411764705,0.13333333333333333,1.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.4884417808219178,1.0,0.75,1.0,0.45037808973659565,0.5317191283292978,0.0,0.6425556816802955,0.0,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6000000000000001,0.07476635514018691,1.0,0.5,0.6666666666666666,0.16802800466744455,0.22486288848263253,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.6493877474549548
0.17647058823529413,0.75,0.38538889195414483,0.0,0.0,0.3181818181818182,0.4,1.0,0.2,0.5555555555555556,0.5,0.6102941176470588,0.9666666666666667,0.0,0.0,0.4,0.30000000000000004,0.25,0.3333333333333333,1.0,1.0,0.5,0.75,0.25,0.16666666666666666,0.07494684620836287,0.8333333333333333,0.324486301369863,1.0,0.25,1.0,0.5200436288726036,0.14721549636803874,0.0,0.5292441528667506,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.8,0.7757009345794392,0.3333333333333333,0.5,0.6666666666666666,0.3990665110851808,0.0,0.2318840579710145,0.0,0.0,1.0,0.5,0.6666666666666666,0.75,0.0,0.4415085169166151
0.0,0.75,0.5326945793431459,0.3333333333333333,0.0,0.2272727272727273,0.4,1.0,0.6000000000000001,0.3333333333333333,0.625,0.3897058823529412,0.8833333333333333,0.0,0.0,1.0,1.0,0.25,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.6666666666666666,0.18763288447909285,0.8333333333333333,0.03210616438356164,1.0,1.0,1.0,0.4714769630107951,0.0,0.0,0.40368859026510107,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.2,0.49532710280373826,0.6666666666666666,0.25,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.6666666666666666,0.75,0.0,0.43790043449699656
0.588235294117647,1.0,0.24621530027485816,0.3333333333333333,0.0,0.8181818181818182,0.4,1.0,0.6000000000000001,0.6666666666666665,0.5,0.029411764705882353,0.06666666666666667,0.0,0.0,0.4,0.30000000000000004,0.25,0.6666666666666666,1.0,1.0,0.75,0.75,0.5,1.0,0.002834868887313962,0.8333333333333333,0.5886130136986301,1.0,1.0,1.0,0.5203273547665246,0.0,0.0,0.45213654959991434,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.2,0.037383177570093455,0.6666666666666666,0.5,0.6666666666666666,0.1820303383897316,0.28884826325411334,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,0.75,0.0,0.5596431460180984
0.2941176470588235,0.75,0.4328508803995854,0.0,0.0,0.7272727272727273,0.4,1.0,1.0,0.7777777777777777,0.875,0.5514705882352942,0.21666666666666667,1.0,0.0,0.8,0.8,0.25,0.6666666666666666,1.0,0.5,0.75,1.0,0.25,0.16666666666666666,0.05262225372076541,0.8333333333333333,0.23801369863013697,1.0,0.5,1.0,0.5627725295409203,0.5704600484261502,0.0,0.7155318781706215,0.0,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.6000000000000001,0.7009345794392523,0.3333333333333333,0.5,0.6666666666666666,0.0,0.13528336380255943,0.0,0.0,0.0,1.0,0.25,0.6666666666666666,0.75,0.0,0.7145670259850698
0.0,0.75,0.31129687986273047,0.3333333333333333,0.0,0.36363636363636365,0.4,1.0,0.6000000000000001,0.4444444444444445,0.75,0.39705882352941174,0.16666666666666666,0.0,0.0,0.4,0.30000000000000004,0.25,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.3333333333333333,0.04394046775336641,0.3333333333333333,0.1917808219178082,1.0,1.0,1.0,0.3640329080887308,0.0,0.0,0.29712966583188827,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.2,0.5046728971962616,1.0,0.25,0.6666666666666666,0.0,0.0,0.14492753623188406,0.3333333333333333,0.0,1.0,1.0,0.6666666666666666,0.75,0.0,0.4230556902048015
0.2352941176470588,0.75,0.37841207120944453,0.3333333333333333,0.0,0.5909090909090909,0.4,1.0,1.0,0.5555555555555556,0.5,0.044117647058823525,0.1,0.0,0.0,1.0,1.0,0.25,0.3333333333333333,1.0,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.40796232876712324,1.0,1.0,1.0,0.3711340571908597,0.3443099273607748,0.0,0.5222528277452572,0.0,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6000000000000001,0.05607476635514018,0.6666666666666666,0.5,0.6666666666666666,0.11668611435239205,0.07312614259597806,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.75,0.0,0.5177504673928697
0.17647058823529413,0.25,0.305297174279491,0.3333333333333333,0.0,0.18181818181818182,0.4,1.0,0.2,0.6666666666666665,0.75,0.6029411764705882,0.9666666666666667,0.0,0.0,0.2,0.1,0.25,0.3333333333333333,1.0,1.0,0.5,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.24486301369863012,1.0,0.5,1.0,0.16974067224932332,0.26101694915254237,0.0,0.3641935953342159,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.8,0.24299065420560745,0.3333333333333333,0.25,0.6666666666666666,0.0,0.0,0.31884057971014496,0.0,0.0,1.0,0.5,0.6666666666666666,0.75,0.0,0.3908947794666515
0.0,0.75,0.4570352366035828,0.3333333333333333,0.0,0.6363636363636364,0.4,1.0,0.6000000000000001,0.6666666666666665,0.5,0.09558823529411764,0.21666666666666667,1.0,0.0,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.75,0.75,1.0,1.0,0.1222537207654146,0.8333333333333333,0.348458904109589,1.0,1.0,1.0,0.5511415281789325,0.0,0.0,0.48269687402648565,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6000000000000001,0.12149532710280372,1.0,0.5,0.6666666666666666,0.13418903150525086,0.1206581352833638,0.0,0.0,0.0,1.0,0.75,0.6666666666666666,0.75,0.0,0.571101449286521
